user_id,day_of_week_pst,categorized_created_at_pst,total_posts,followers,followings,likes_count,comments_count,video_view_count,video_duration,day_time_group,EPF,log_EPF
1019208,2,Morning,232.0,3997.0,915.0,66.0,6.5,1805.75,16.81625,2_Morning,18.138603952964726,2.951707444648074
1019208,3,Morning,232.0,3997.0,915.0,48.0,4.0,1444.0,25.066,3_Morning,13.009757317988491,2.639754038142391
1019208,4,Morning,232.0,3997.0,915.0,38.0,4.0,1100.0,34.34,4_Morning,10.507880910683012,2.4430320972418578
1019208,5,Morning,232.0,3997.0,915.0,96.0,17.0,1914.0,31.166,5_Morning,28.271203402551915,3.376604213714192
1019208,5,Evening,232.0,3997.0,915.0,59.0,6.0,2557.0,28.0,5_Evening,16.262196647485613,2.848518945661996
1019208,6,Morning,232.0,3997.0,915.0,37.0,5.0,890.5,24.649500000000003,6_Morning,10.507880910683012,2.4430320972418578
1019208,7,Morning,232.0,3997.0,915.0,101.0,19.0,2158.0,11.933,7_Morning,30.02251688766575,3.4347132920347945
1019208,7,Evening,232.0,3997.0,915.0,100.0,20.0,1689.0,35.766,7_Evening,30.02251688766575,3.4347132920347945
1019359,1,Morning,106.0,761.0,830.0,142.0,10.0,1707.0,58.666,1_Morning,199.73718791064388,5.3019965296726275
1019359,1,Evening,106.0,761.0,830.0,73.0,2.0,1278.0,22.933,1_Evening,98.55453350854138,4.600705569488774
1019359,2,Morning,106.0,761.0,830.0,77.0,20.0,1003.0,49.8,2_Morning,127.46386333771353,4.855647645623988
1019359,2,Afternoon,106.0,761.0,830.0,87.0,11.0,3375.0,59.7,2_Afternoon,128.7779237844941,4.865824711103072
1019359,3,Afternoon,106.0,761.0,830.0,83.0,5.0,623.0,13.311,3_Afternoon,115.63731931668856,4.759069285457567
1019359,4,Afternoon,106.0,761.0,830.0,121.0,11.0,2270.0,50.0,4_Afternoon,173.45597897503285,5.161672440333131
1019359,6,Afternoon,106.0,761.0,830.0,35.0,0.0,492.0,35.833,6_Afternoon,45.992115637319316,3.84997983524059
1019359,6,Evening,106.0,761.0,830.0,84.0,7.0,940.0,26.1,6_Evening,119.57950065703022,4.792309291876952
1019359,7,Morning,106.0,761.0,830.0,91.0,4.0,1618.0,34.26,7_Morning,124.83574244415243,4.834977425089244
1019359,7,Afternoon,106.0,761.0,830.0,81.5,11.5,796.5,32.983000000000004,7_Afternoon,122.20762155059133,4.8138709124212875
1019359,7,Evening,106.0,761.0,830.0,88.5,6.0,775.0,29.8,7_Evening,124.17871222076215,4.829742414023621
1019360,1,Morning,534.0,959.0,1829.0,3.4285714285714284,0.0,195.71428571428572,33.68,1_Morning,3.575152688812751,1.520640072774445
1019360,2,Morning,534.0,959.0,1829.0,5.0,0.0,168.5,45.653999999999996,2_Morning,5.213764337851929,1.8267668858635406
1019360,3,Morning,534.0,959.0,1829.0,4.0,0.0,203.5,68.07,3_Morning,4.1710114702815435,1.6430683116056957
1019360,3,Afternoon,534.0,959.0,1829.0,3.0,1.5,234.0,19.843,3_Afternoon,4.692387904066736,1.7391298268983193
1019360,5,Morning,534.0,959.0,1829.0,5.0,1.3333333333333333,241.0,27.781666666666666,5_Morning,6.6041014946124434,2.0286877720663585
1019360,5,Afternoon,534.0,959.0,1829.0,3.0,1.0,337.0,20.966,5_Afternoon,4.1710114702815435,1.6430683116056957
1019360,7,Morning,534.0,959.0,1829.0,3.2,0.0,188.6,48.2664,7_Morning,3.336809176225235,1.4671388648594736
1019360,7,Afternoon,534.0,959.0,1829.0,3.0,1.0,217.0,36.933,7_Afternoon,4.1710114702815435,1.6430683116056957
1019363,1,Morning,367.0,960.0,1228.0,16.0,0.0,237.5,25.461750000000002,1_Morning,16.666666666666668,2.8716796248840124
1019363,1,Afternoon,367.0,960.0,1228.0,49.5,10.5,1707.5,19.5995,1_Afternoon,62.5,4.151039905898646
1019363,2,Morning,367.0,960.0,1228.0,31.5,0.5,616.0,31.1665,2_Morning,33.333333333333336,3.5361166995615263
1019363,2,Afternoon,367.0,960.0,1228.0,16.0,0.0,175.0,14.633,2_Afternoon,16.666666666666668,2.8716796248840124
1019363,3,Morning,367.0,960.0,1228.0,12.0,0.5,218.0,43.0995,3_Morning,13.020833333333334,2.640544318736837
1019363,3,Afternoon,367.0,960.0,1228.0,11.0,0.0,147.0,37.4,3_Afternoon,11.458333333333332,2.5223897430427407
1019363,4,Morning,367.0,960.0,1228.0,17.0,1.0,166.5,34.933,4_Morning,18.75,2.9831534913471307
1019363,4,Afternoon,367.0,960.0,1228.0,19.0,1.0,316.0,46.833,4_Afternoon,20.833333333333332,3.0834378539730967
1019363,5,Morning,367.0,960.0,1228.0,8.333333333333334,0.0,197.66666666666666,11.677333333333335,5_Morning,8.680555555555555,2.2701192917444684
1019363,5,Afternoon,367.0,960.0,1228.0,11.5,0.5,279.0,15.1165,5_Afternoon,12.5,2.6026896854443837
1019367,1,Afternoon,864.0,1014.0,1063.0,13.0,0.0,357.0,26.033,1_Afternoon,12.82051282051282,2.626153924779351
1019367,1,Evening,864.0,1014.0,1063.0,73.0,2.0,1278.0,22.933,1_Evening,73.96449704142012,4.3170146286789794
1019367,2,Morning,864.0,1014.0,1063.0,28.0,0.0,618.0,54.766,2_Morning,27.613412228796843,3.353875566947719
1019367,3,Afternoon,864.0,1014.0,1063.0,20.0,1.0,348.0,32.566,3_Afternoon,20.710059171597635,3.077775709432209
1019367,3,Evening,864.0,1014.0,1063.0,14.5,1.0,531.0,48.420500000000004,3_Evening,15.285996055226825,2.7903056008262452
1019367,4,Morning,864.0,1014.0,1063.0,17.0,0.0,361.0,20.833,4_Morning,16.765285996055226,2.8772463281925598
1019367,4,Afternoon,864.0,1014.0,1063.0,15.0,0.5,326.0,37.366,4_Afternoon,15.285996055226825,2.7903056008262452
1019367,4,Evening,864.0,1014.0,1063.0,20.0,1.0,314.0,24.625,4_Evening,20.710059171597635,3.077775709432209
1019367,5,Morning,864.0,1014.0,1063.0,18.0,0.6666666666666666,529.0,35.071,5_Morning,18.408941485864567,2.965733861220113
1019367,5,Afternoon,864.0,1014.0,1063.0,13.0,0.5,334.5,13.45,5_Afternoon,13.313609467455622,2.6612107956869537
1019367,5,Evening,864.0,1014.0,1063.0,12.0,0.0,369.0,31.783,5_Evening,11.834319526627219,2.552122795903801
1019367,6,Morning,864.0,1014.0,1063.0,9.0,1.0,269.0,36.666,6_Morning,9.861932938856016,2.3852642856712984
1019367,6,Afternoon,864.0,1014.0,1063.0,10.666666666666666,0.0,292.3333333333333,25.176000000000002,6_Afternoon,10.51939513477975,2.4440321482277945
1019367,6,Evening,864.0,1014.0,1063.0,8.0,0.0,288.0,25.0,6_Evening,7.889546351084813,2.184876019099465
1019367,7,Afternoon,864.0,1014.0,1063.0,8.0,0.0,224.0,36.433,7_Afternoon,7.889546351084813,2.184876019099465
